customer_id,age,income,credit_score,loan_amount,employment_status,marital_status,region,has_other_loans,repaid_loan
C0119,39,38392.58243832087,503.74363375690774,19291.43423427648,Employed,Married,West,0,1
C0120,43,7066.045931680803,403.74363375690774,14288.684232445097,Employed,Single,West,1,1
C0121,24,43238.60890404719,602.7436337569078,13026.603520873263,Unemployed,Single,East,1,0
C0122,55,46436.09843954901,523.7436337569078,12244.194596157338,Employed,Married,North,1,1
C0123,56,85027.42297234153,707.7436337569078,16752.290048906907,Self-Employed,Married,North,1,0
C0124,57,56453.140935416144,486.74363375690774,19283.331916213247,Self-Employed,Married,South,0,0
C0125,61,73708.00840331375,425.74363375690774,16500.529416892616,Self-Employed,Divorced,East,1,0
C0126,48,44644.81166234386,758.7436337569078,7822.787613967779,Self-Employed,Divorced,North,0,1
C0127,69,65437.026779670996,569.7436337569078,17969.49478242886,Employed,Single,East,1,0
C0128,48,34014.99813421466,635.7436337569078,14738.290037945833,Employed,Single,East,1,1
C0129,20,68570.42924703933,697.7436337569078,11592.62996039719,Unemployed,Single,North,1,0
C0130,69,32477.4412936151,584.7436337569078,14408.018078197283,Employed,Single,West,1,1
C0131,42,72278.52063576481,547.7436337569078,8704.083719244933,Employed,Married,East,1,1
C0132,35,50016.12561465689,808.7436337569078,14833.063921345245,Employed,Single,South,1,1
C0133,63,40672.75258668435,569.7436337569078,15479.855398175912,Employed,Married,South,0,0
C0134,55,35747.057344867535,666.7436337569078,17688.68839974626,Unemployed,Single,South,1,1
C0135,43,64816.41100987632,573.7436337569078,7831.961747324357,Unemployed,Single,South,0,1
C0136,63,37211.44572613643,580.7436337569078,26209.8400585586,Self-Employed,Single,East,1,0
C0137,53,55819.99424419309,751.7436337569078,17930.16347522023,Self-Employed,Married,North,0,0
C0138,34,43172.52551128479,385.74363375690774,12408.617485365232,Employed,Married,South,0,1
C0139,30,53939.43339270247,661.7436337569078,8892.01553808962,Employed,Single,West,0,1
C0140,40,51642.9535847453,418.74363375690774,12891.735878905705,Self-Employed,Single,South,1,0
C0141,36,41651.91476396521,653.7436337569078,16183.067418320776,Employed,Single,East,1,1
C0142,63,35908.24835627443,628.7436337569078,9086.085310900939,Employed,Single,North,0,0
C0143,62,31158.912608132665,589.7436337569078,21057.021686065884,Employed,Single,East,1,0
C0144,21,58274.11139803109,710.7436337569078,15402.47086960583,Employed,Single,East,0,0
C0145,46,53675.672466187905,438.74363375690774,2437.4111035863443,Employed,Married,West,0,0
C0146,49,79694.05997355962,725.7436337569078,17897.937559512866,Self-Employed,Divorced,South,0,0
C0147,38,53539.02070293732,619.7436337569078,20565.397826047065,Employed,Married,West,1,1
C0148,28,24174.09449589921,356.74363375690774,14835.554809014891,Employed,Married,South,1,1
C0149,26,73701.88266561924,589.7436337569078,14314.880030804205,Employed,Married,South,0,1
C0150,43,33784.52587951487,528.7436337569078,18485.743582775456,Retired,Single,North,0,0
C0151,26,62892.30790565571,645.7436337569078,7937.36220406864,Employed,Married,South,0,1
C0152,48,44155.50612901454,792.7436337569078,20048.667546455563,Employed,Single,South,0,0
C0153,30,63517.869676546696,827.7436337569078,12002.874792315848,Unemployed,Divorced,South,1,0
C0154,36,48579.94264406479,442.74363375690774,13170.933054594863,Unemployed,Married,North,0,0
C0155,47,35918.03874828415,454.74363375690774,19444.62407955748,Employed,Married,North,0,0
C0156,46,36942.5500594191,578.7436337569078,18456.925951306486,Self-Employed,Divorced,North,0,0
C0157,62,36829.26735830654,551.7436337569078,9458.235625408866,Employed,Married,East,1,0
C0158,18,40170.62781553049,402.74363375690774,10124.527732785902,Self-Employed,Single,South,1,0
C0159,27,83227.01742606562,434.74363375690774,19362.396381684266,Employed,Single,West,1,1
C0160,58,53483.42700422137,822.7436337569078,7753.934056440087,Employed,Married,North,0,1
C0161,46,54497.05421400824,776.7436337569078,12077.399177334093,Employed,Married,South,0,1
C0162,20,70975.61496264176,515.7436337569078,24556.658593764216,Unemployed,Married,East,1,1
C0163,34,35916.59248626419,790.7436337569078,16187.850142716554,Employed,Married,East,1,1
C0164,23,40096.37679180385,447.74363375690774,9299.457777101936,Employed,Divorced,West,0,1
C0165,69,41396.631569564845,449.74363375690774,13853.237230787296,Self-Employed,Single,North,0,1
C0166,44,39276.50964034748,364.74363375690774,22261.564453708488,Self-Employed,Married,North,0,1
C0167,52,78128.17156209845,400.74363375690774,18577.437843607975,Employed,Divorced,North,1,1
C0168,21,44508.12584013564,333.74363375690774,11828.906991938531,Retired,Married,South,0,0
C0169,48,32271.595966334935,350.74363375690774,23674.832973392615,Employed,Married,South,0,0
C0170,32,46887.8200389559,427.74363375690774,13731.62136589349,Employed,Single,East,0,0
C0171,31,41209.37364786549,468.74363375690774,12607.463206891327,Employed,Married,North,0,0
C0172,38,34555.02247298658,816.7436337569078,16621.096833849813,Employed,Married,South,0,1
C0173,19,60093.64626917478,741.7436337569078,16992.588883552697,Self-Employed,Single,North,0,1
C0174,32,21409.32922260708,843.7436337569078,18231.33048911896,Employed,Married,South,0,0
C0175,69,55454.64181558779,781.7436337569078,17845.91026936871,Employed,Single,South,0,1
C0176,51,75107.0250192194,759.7436337569078,10593.567879174487,Retired,Married,East,1,1
C0177,38,88338.6888474114,673.7436337569078,6574.945632757901,Employed,Single,West,0,0
C0178,58,75376.10302496231,479.74363375690774,6857.901712408488,Retired,Single,South,1,1
C0179,42,48261.42196813321,688.7436337569078,12769.304656710616,Employed,Married,West,0,1
C0180,47,49707.06087607606,520.7436337569078,14996.623856507134,Employed,Married,South,1,1
C0181,46,68885.95597696368,698.7436337569078,16235.490509042229,Employed,Divorced,East,1,1
C0182,36,66952.6918112781,546.7436337569078,10623.503836211525,Self-Employed,Single,South,1,0
C0183,36,37304.842740083615,550.7436337569078,11040.666392119858,Employed,Single,North,0,1
C0184,25,17020.168918203875,396.74363375690774,15606.713946051548,Employed,Single,North,1,1
C0185,48,44252.5868559397,433.74363375690774,16761.639896152767,Employed,Single,West,1,0
C0186,20,76486.0279074522,411.74363375690774,5292.389267358771,Retired,Single,South,0,0
C0187,67,50215.881760961754,858.7436337569078,10814.979011491854,Unemployed,Divorced,South,1,1
C0188,20,29888.125302033233,855.7436337569078,8414.72075803277,Employed,Married,West,0,1
C0189,41,39361.653088140934,574.7436337569078,16559.92691573412,Retired,Single,South,0,0
C0190,35,62155.874731580814,417.74363375690774,12546.526287428971,Employed,Married,North,1,1
C0191,63,58676.26622957807,482.74363375690774,10531.009007748231,Employed,Married,South,0,1
C0192,44,47185.878574046204,860.7436337569078,22806.22111047723,Self-Employed,Single,North,0,0
C0193,47,54234.66053957969,629.7436337569078,23871.90201006626,Employed,Single,South,1,0
C0194,50,46160.240112446394,371.74363375690774,21871.60042863302,Retired,Single,North,0,1
C0195,28,49192.08059581881,641.7436337569078,17656.104775838932,Employed,Divorced,North,0,0
C0196,48,29047.761567992402,757.7436337569078,17997.114432942373,Self-Employed,Single,West,0,1
C0197,21,30995.228328253266,411.74363375690774,20310.21847801646,Employed,Married,South,0,1
C0198,46,40426.82002872659,635.7436337569078,12469.832522166964,Retired,Married,East,1,1
C0199,55,42041.13457763785,746.7436337569078,16947.18095597375,Employed,Single,East,1,0
C0200,36,34856.48411769002,742.7436337569078,12369.536017395787,Employed,Single,East,0,0
C0201,56,59794.535678372464,816.7436337569078,20477.15082423504,Self-Employed,Divorced,East,1,1
C0202,35,59697.70014960356,491.74363375690774,17648.909565443537,Employed,Divorced,West,0,1
C0203,28,69866.74296012656,358.74363375690774,13577.849142689085,Employed,Married,North,1,1
C0204,31,50201.38209907981,749.7436337569078,10701.694036845138,Employed,Single,South,0,1
C0205,35,40696.82082323632,852.7436337569078,16368.790814485796,Employed,Married,South,1,0
C0206,43,36787.560701008915,531.7436337569078,8030.945157390645,Employed,Married,East,1,0
C0207,20,16413.3879214644,525.7436337569078,6933.271988450983,Employed,Single,North,1,0
C0208,33,54678.5941020074,387.74363375690774,10805.411810379861,Employed,Divorced,South,0,1
C0209,62,31884.08384682804,422.74363375690774,17001.029341046706,Employed,Single,West,0,0
C0210,29,66242.07553795386,442.74363375690774,14363.896147779453,Employed,Single,East,0,1
C0211,55,59376.605928993864,437.74363375690774,16078.04961288798,Employed,Single,West,1,0
C0212,62,60481.649348311956,712.7436337569078,7754.080476117967,Employed,Single,South,0,1
C0213,56,68823.97719186908,780.7436337569078,5972.91637836844,Employed,Single,North,1,1
C0214,40,49704.475635310155,783.7436337569078,23297.821606608268,Employed,Married,East,0,0
C0215,41,50489.25982017501,616.7436337569078,24584.97471271934,Employed,Single,South,1,0
C0216,69,38397.89408795539,437.74363375690774,8908.386820015028,Self-Employed,Single,North,1,0
C0217,66,39778.69155647391,316.74363375690774,23583.68637311463,Self-Employed,Married,East,0,1
C0218,68,43946.81483000969,341.74363375690774,25299.96043861982,Employed,Single,North,0,0
C0219,35,59472.25053678427,352.74363375690774,13979.966137751851,Employed,Single,East,1,0
C0220,19,47307.17191670412,363.74363375690774,16530.170824269266,Employed,Single,South,1,0
C0221,60,56827.786453177716,667.7436337569078,14482.432924138164,Employed,Married,North,1,0
C0222,47,54836.359484002,445.74363375690774,11790.375234477506,Self-Employed,Single,East,1,0
C0223,62,45648.197893303004,540.7436337569078,11880.962381090449,Employed,Married,West,0,1
C0224,34,92197.96670071135,419.74363375690774,25037.277689609175,Unemployed,Single,South,0,0
C0225,69,53440.70908209561,750.7436337569078,7152.545720494465,Employed,Married,West,1,1
C0226,37,63874.227064579994,481.74363375690774,14231.272579735767,Employed,Married,East,0,0
C0227,54,19529.938334555987,429.74363375690774,24864.776937028295,Employed,Single,North,0,1
C0228,60,46323.268972929596,505.74363375690774,23379.662482271182,Self-Employed,Single,North,1,1
C0229,55,55786.355054576874,766.7436337569078,17202.36088460416,Self-Employed,Single,North,1,0
C0230,66,65456.35467778116,797.7436337569078,13115.695842078027,Employed,Married,South,0,0
C0231,34,37736.87766742088,562.7436337569078,6488.628002687958,Employed,Married,West,1,1
C0232,67,61604.952415045664,861.7436337569078,17464.867784832895,Employed,Single,South,0,0
C0233,53,27521.11393298929,752.7436337569078,12501.263353505748,Employed,Married,South,0,1
C0234,20,42816.697645943925,566.7436337569078,10122.129396551485,Retired,Single,North,0,1
C0235,53,48157.89023929529,676.7436337569078,13636.466866821496,Employed,Married,South,0,0
C0236,35,79748.98292995973,713.7436337569078,16556.15049638921,Self-Employed,Divorced,South,0,1
C0237,34,51200.39517118235,559.7436337569078,14413.426849678495,Employed,Single,North,1,0
C0238,24,75191.74864064068,343.74363375690774,2936.3052552705994,Self-Employed,Married,North,0,0
C0239,52,17700.083930914978,438.74363375690774,11278.589085833646,Employed,Single,South,1,1
C0240,50,37430.74425507114,747.7436337569078,20711.984392373754,Employed,Divorced,East,0,0
C0241,65,54670.51343130762,697.7436337569078,12465.00880240699,Employed,Single,North,1,0
C0242,66,36498.67498356326,751.7436337569078,23327.80881740018,Employed,Divorced,South,0,0
C0243,27,66948.00895304504,480.74363375690774,13748.596319422899,Employed,Single,North,0,0
C0244,67,35781.90964961943,692.7436337569078,21605.397375242075,Self-Employed,Divorced,East,0,1
C0245,65,65338.032459627786,780.7436337569078,12577.291059265051,Employed,Married,West,0,1
C0246,52,37311.4926796981,807.7436337569078,19742.32196815808,Self-Employed,Married,East,1,0
C0247,21,44443.15659344226,717.7436337569078,16998.101445939505,Retired,Married,North,0,0
C0248,56,67429.4086914293,651.7436337569078,17002.233052768952,Employed,Married,North,0,0
C0249,29,39738.92678131241,541.7436337569078,12878.936002179515,Employed,Single,North,0,0
C0250,67,57928.674605169064,846.7436337569078,8650.751204513614,Employed,Married,South,0,1
C0251,47,52410.22672975058,753.7436337569078,20929.615797115166,Self-Employed,Divorced,North,1,1
C0252,54,50029.41805018322,418.74363375690774,10951.379329741267,Retired,Married,West,1,0
C0253,47,81515.00172996445,830.7436337569078,22252.66096869788,Self-Employed,Divorced,North,0,1
C0254,21,60141.22659754824,405.74363375690774,8815.880110546925,Self-Employed,Single,South,1,1
C0255,44,49819.10719905959,708.7436337569078,2051.68561470241,Employed,Married,North,0,0
C0256,67,52453.493577377994,712.7436337569078,8238.051417622524,Employed,Married,North,0,1
C0257,54,33478.93496741681,407.74363375690774,22390.060761731624,Self-Employed,Married,North,1,1
C0258,27,56427.29946910049,507.74363375690774,12678.32316965657,Unemployed,Married,West,1,1
C0259,49,60131.82357117002,340.74363375690774,16123.361071632384,Employed,Single,North,1,1
C0260,39,65284.68453859115,507.74363375690774,4231.490873054436,Self-Employed,Married,West,1,0
C0261,46,80323.5589161494,685.7436337569078,8475.67699903429,Self-Employed,Single,East,0,1
C0262,69,58024.175781102414,794.7436337569078,14428.559319555492,Unemployed,Married,West,1,1
C0263,22,33029.066902621395,738.7436337569078,18386.672523284407,Employed,Married,North,0,0
C0264,37,54873.172554268414,371.74363375690774,21872.486640844047,Employed,Married,North,1,1
C0265,25,42609.47648897232,815.7436337569078,13084.314382478198,Retired,Married,West,0,0
C0266,47,40097.56535638905,458.74363375690774,12540.157969803799,Employed,Married,South,1,0
C0267,68,40413.88367714889,407.74363375690774,17880.383521644228,Unemployed,Single,North,1,1
C0268,54,52262.66470089036,341.74363375690774,16973.61100905019,Self-Employed,Single,South,0,1
C0269,60,38691.057853885846,588.7436337569078,16307.175296865915,Employed,Married,North,1,0
C0270,31,56112.967013406786,531.7436337569078,12778.898698852232,Employed,Married,East,0,1
C0271,66,23115.340450884556,833.7436337569078,13315.01813408817,Employed,Single,South,0,1
C0272,36,6799.791880854808,665.7436337569078,21088.46194971325,Employed,Single,West,0,1
C0273,50,48941.12690665596,784.7436337569078,13599.454840661825,Unemployed,Married,East,1,1
C0274,56,27775.097984966687,766.7436337569078,23205.68764007685,Employed,Single,North,1,0
C0275,58,42476.44297682456,598.7436337569078,24417.509998842062,Self-Employed,Single,South,1,0
C0276,67,22004.913988912747,777.7436337569078,4841.566208866423,Employed,Single,West,1,1
C0277,47,20416.516952792706,788.7436337569078,27324.528379716037,Retired,Married,West,1,1
C0278,32,55068.70403442068,594.7436337569078,19826.02000119143,Employed,Married,North,0,0
C0279,56,43547.737716874675,318.74363375690774,14184.587849228688,Employed,Married,South,0,1
C0280,40,50641.94408522832,803.7436337569078,22237.450368758848,Self-Employed,Married,West,0,1
C0281,55,50845.9666039241,783.7436337569078,7359.933408247129,Retired,Married,West,0,1
C0282,18,40173.932113213166,376.74363375690774,17190.603389804808,Employed,Married,North,1,1
C0283,58,74792.6727445594,750.7436337569078,14561.689252276698,Employed,Married,South,1,0
C0284,58,56951.42460511553,327.74363375690774,15526.447742364095,Employed,Divorced,South,1,1
C0285,55,91112.05890406105,830.7436337569078,7518.550609828774,Retired,Single,West,1,1
C0286,59,75855.73223126058,646.7436337569078,23951.58109687094,Employed,Married,East,1,0
C0287,62,61987.02330845312,615.7436337569078,12747.30543600615,Employed,Single,North,1,1
C0288,37,51105.17838054051,737.7436337569078,19456.457870469487,Employed,Married,South,0,0
C0289,30,42297.068020538136,696.7436337569078,14774.817044677695,Employed,Married,West,1,0
C0290,20,40129.85262260264,451.74363375690774,20206.11853068964,Employed,Married,South,1,0
C0291,31,53457.551892701704,574.7436337569078,8280.160189281676,Employed,Married,West,0,1
C0292,41,66363.19267737535,547.7436337569078,16713.385940788594,Self-Employed,Married,South,0,1
C0293,19,35070.19046066935,325.74363375690774,20687.906890182967,Employed,Single,West,0,0
C0294,22,50944.95940871428,611.7436337569078,15003.542555406064,Employed,Married,West,1,0
C0295,18,32081.10029865133,753.7436337569078,17751.753375786302,Employed,Single,North,0,1
C0296,41,53029.22150794184,741.7436337569078,20681.774185941373,Self-Employed,Married,East,1,1
C0297,37,59745.25610535601,753.7436337569078,13187.390585409625,Employed,Single,South,1,1
C0298,28,66666.34843925937,397.74363375690774,19361.644388895533,Employed,Married,South,0,0
C0299,59,55813.54836317863,624.7436337569078,15065.933903813957,Employed,Single,South,1,1
C0300,19,41581.96462456029,437.74363375690774,17959.35867897229,Self-Employed,Single,South,0,0
C0301,20,45551.01970238093,452.74363375690774,20049.287771946343,Employed,Married,South,0,1
C0302,41,51637.565691010364,565.7436337569078,7104.979660576029,Employed,Single,West,1,1
C0303,30,48154.97400193646,512.7436337569078,6908.943489663508,Retired,Married,East,1,1
C0304,57,56341.25035001572,399.74363375690774,13670.741411824029,Employed,Single,North,1,1
C0305,54,54985.819334542204,692.7436337569078,2711.5270090073227,Employed,Single,West,1,0
C0306,53,67032.2179157517,748.7436337569078,21408.115870345882,Unemployed,Single,North,0,1
C0307,53,30338.10382654676,490.74363375690774,14175.15191512971,Unemployed,Married,North,1,0
C0308,44,55648.87803951408,499.74363375690774,7025.217501001074,Employed,Single,North,1,0
C0309,37,36660.53726906939,339.74363375690774,9510.542612639503,Unemployed,Married,East,1,1
C0310,22,47369.930478525566,643.7436337569078,14242.42912655932,Employed,Single,West,1,0
C0311,57,30921.62595470588,557.7436337569078,24065.90733810083,Unemployed,Married,West,1,1
C0312,41,51961.062575026284,608.7436337569078,11432.639168515108,Self-Employed,Single,East,1,1
C0313,28,28992.34575088085,381.74363375690774,8890.233456444596,Employed,Single,East,1,1
C0314,33,38627.80897311959,854.7436337569078,20107.276563956588,Employed,Married,East,1,1
C0315,46,86721.89067849566,440.74363375690774,16613.506967920202,Employed,Divorced,West,1,0
